event_date,event_name,,,,,,,,,,,,,
9/30/2016,4-year anniversary show Day 1 - Skeið  / Endlight  / The Proto-Whats? / A Light Among Many / FUBAR ,,,,,,,,,,,,,
10/1/2016,4-year anniversary show Day 2,,,,,,,,,,,,,
10/2/2016, Screwtape  / Plague Dogs  / NoblexTruth  / Fall of Scylla / Royal 86 ,,,,,,,,,,,,,
10/4/2016, Must Be The Holy Ghost  / A Light Among Many  / Kevin Schlereth / Chris Bernstorf  / The Then  / Cy Phi  ,,,,,,,,,,,,,
10/6/2016, Ora  / Darsombra  / Alterity  / Alex Restivo solo  / more TBA ,,,,,,,,,,,,,
10/7/2016,Mona / Swirl birthday show - Twin Flame Medicine / Ocean Blu / more TBA - booked by Mona Magno,,,,,,,,,,,,,
10/8/2016, Stuck Lucky  / Hotel Bar  / The Beeves  / Casigly Chonzo  / more TBA ,,,,,,,,,,,,,
10/9/2016, Derrick Taylor show ,,,,,,,,,,,,,
10/12/2016, Three Dollar Knife Fights  / Black Irish Texas  / Landgrabbers  / more TBA / Loretta Kill (FB Eli ,,,,,,,,,,,,,
10/13/2016, Old Sport / American Grandma / Coo Coo Bad Brains / Grass ,,,,,,,,,,,,,
10/14/2016, Plasma Canvas CD release show / Broken Bow / Smashy Claw / Flower Crown Me A Queen+Jive Ass Yuppies / Everything’s Fine ,,,,,,,,,,,,,
10/15/2016, Jack Leo birthday show - Allout Helter / The Decline / MakeWar (all three FB Aaron Ross + Brent) / Noble Truth / Plague Dogs,,,,,,,,,,,,,
10/18/2016, Head Injuries / Postcards / Lowjob / The Greatest Generation ,,,,,,,,,,,,,
10/20/2016, Alexander and the Big Sleep  / Rogues Among Us  / The Proto,,,,,,,,,,,,,
10/22/2016, Kongtoss / Jane Doe / Nic Clark ,,,,,,,,,,,,,
10/23/2016, Moonspec / CULLEN / MURDERZ / FLOJO / DALITE / JAYT ,,,,,,,,,,,,,
10/24/2016, GUTS  / Letdown  / Three Dollar Knife Fights  / All Waffle Trick  / Shreddy  ,,,,,,,,,,,,,
10/26/2016, Birds in Row / Mercy Ties / Iwakura / Euth ,,,,,,,,,,,,,
10/28/2016, Leomar Mendez / Endz / Falli / Mike Wird / Babah Fly ,,,,,,,,,,,,,
10/29/2016, The Atom Age / The Ghoulies / The Ephinjis / Dryer Fire / The Corner Girls ,,,,,,,,,,,,,
10/30/2016,"FUBAR as DRI / The Kyle, Sam, and Andrew Show as blink 182 / 3$KF as Descendents / Curmudgeon as Circle Jerks  / The Beeves as Against Me! / Chris Velarde as Murder By Death",,,,,,,,,,,,,
11/3/2016, Tiger Wine  / Mumblr  / Post/War  / The Uglys ,,,,,,,,,,,,,
11/4/2016, The Anchor / Cold Shoulder / Royal 86 / Bone,,,,,,,,,,,,,
11/5/2016, Shingami Crew booking show ,,,,,,,,,,,,,
11/6/2016, Rock Against Trump show - FUBAR / Fall of Scylla / GUTS / Those Goddamn Jerkoffs / Three Grams / Wake the Bat / E/M/P / Screwtape / Rotten Reputation / Television Generation / Sliver / Casigly Chonzo / Ballistic Biscuit,,,,,,,,,,,,,
11/7/2016, Epiphyte  / Narrow Head  / Loretta Kill  / Triangle Introverts  ,,,,,,,,,,,,,
11/9/2016, Autopilot  / Quantum Creep  / Kev Evan  ,,,,,,,,,,,,,
11/10/2016, High Tide Low Tide / Blessed  / Kumquat Disaster and the Two Man Jam Band / Kev Evan (FB Aaron ,,,,,,,,,,,,,
11/11/2016, CommonVibes / Focus / Leomar Mendez / Herb n’ Legend  ,,,,,,,,,,,,,
11/12/2016, FUBAR  / Twisted Escape  / The Hollow Hearted  / Wake The Bat  / The Irrelevance  ,,,,,,,,,,,,,
11/13/2016, Baltic To Boardwalk / Jack’s Smirking Revenge / Blue Lane Frontier / Foxtrot / No Good Day,,,,,,,,,,,,,
11/15/2016, Flower Crown Me A Queen / The Beeves  / Chatterbox & the Latter Day Satanists / Jive Ass Yuppies ,,,,,,,,,,,,,
11/16/2016,Felix Martin / The Fine Constant / See-You-Home-Wolf / Widdlywah,,,,,,,,,,,,,
11/17/2016, Chatterbox  / Logan and Lucille  / Rome Hero Foxes / Moth Wings  / Sliver  ,,,,,,,,,,,,,
11/18/2016, Fall of Scylla / FUBAR / Theia / Solarfall / Inficier ,,,,,,,,,,,,,
11/19/2016, Comrades / Everett  / Use The Sun  / The Uglys  / Triangle Introverts  ,,,,,,,,,,,,,
11/20/2016, Surprise Monica Birthday Party! ,,,,,,,,,,,,,
11/23/2016, Lunetta and Miss Odd Genie & Norm L. Princess ,,,,,,,,,,,,,
11/25/2016, The Beeves / The Velveteers / Meeting House / The Ephinjis / Stone Made Music ,,,,,,,,,,,,,
11/26/2016, Caligari / Gestalt / Two Cloths and a Barrel ,,,,,,,,,,,,,
11/27/2016, Ludlow / Empress / Plasma Canvas / Micah Butler ,,,,,,,,,,,,,
11/28/2016, Formlessness (FB Michael Stein ,,,,,,,,,,,,,
12/1/2016, Silver Face / Nostrils / Anna Smith  ,,,,,,,,,,,,,
12/2/2016, End System  / Use The Sun  / Triangle Introverts  / Stella Igno  / more TBA ,,,,,,,,,,,,,
12/3/2016, Austin Howell show ,,,,,,,,,,,,,
12/4/2016, Flower Crown / JAY / Ludlow / Jackson Watkins / $pooky Pu$$y ,,,,,,,,,,,,,
12/6/2016, Scotty and the Late Nights  / Bryan McPherson  / andrew,,,,,,,,,,,,,
12/8/2016, Hellspoon  / Staple Milk  / Victim Culture  / Divine Misfits  / Focus / COmmonVibes  ,,,,,,,,,,,,,
12/9/2016, Joey Nunz / Yung $wish / Rixxon / Izzy / C@B / Patches / Cowboy Slim ,,,,,,,,,,,,,
12/10/2016, The Windy Firs  / The Pharos  / The Proto Whats?  / Meeting House  / Good For Health  ,,,,,,,,,,,,,
12/11/2016, AFTERNOON MATINEE SHOW ,,,,,,,,,,,,,
12/11/2016, FUBAR  / Warhead / Braindead  / Twisted Escape  / more TBA ,,,,,,,,,,,,,
12/12/2016, Micawber  / more TBA ,,,,,,,,,,,,,
12/16/2016," Kyle Wilde birthday show Fall of Scylla / Killing Creation / Plasma Canvas / Rotten Reputation / Wizely / The Kyle, Sam, and Andrew show ",,,,,,,,,,,,,
12/18/2016, GhostPulse  / CRTTRZ  / Enji / Sonic Warrior Musicmore TBA ,,,,,,,,,,,,,
12/20/2016, Sliver / Loretta Kill / Wake The Bat / The Beeves  / Cold North  ,,,,,,,,,,,,,
12/21/2016, Jake Pickens Toy Drive show ,,,,,,,,,,,,,
12/22/2016, Skitz / Cowboy Slim / Yung $wish / Joey Nunz / Rixxon / C.@.B.  ,,,,,,,,,,,,,
12/27/2016, Broken Bow / Breaking Glass / Spoonrattlers / Bat Country / The Real Lying Rohr / TongueBite ,,,,,,,,,,,,,
12/28/2016, Line Brawl / Wanderer / Stoic. / MØB  / Full Bore ,,,,,,,,,,,,,
12/29/2016, I See Land / The May Runners  / Bloomers / Impromptu  ,,,,,,,,,,,,,
1/1/2017, Civilized / Drug Control / Soul Power / Uneasy Peace / MØB / Screwtape ,,,,,,,,,,,,,
1/3/2017, Maddie's Changed / Gestalt / Bedford Falls / On Repeat ,,,,,,,,,,,,,
1/4/2017, Little Car / I’m Glad It’s You / You Never Were / Creek / Dillweed ,,,,,,,,,,,,,
1/6/2017," Post Nothing  / Screwtape  / Victim Culture  / The New Narrative (gmail, had to drop day",,,,,,,,,,,,,
1/7/2017, Triplip / The Hunger Artist / Snailmate / The Hopey Changies ,,,,,,,,,,,,,
1/9/2017, 2 Ball Screwball  / See Bright Lights / Josh Epifanio / Aaron Johnson / ToungueBite ,,,,,,,,,,,,,
1/10/2017, Aterna Reverie / The Cardboard Swords / Blue Lane Frontier/ Lost Shapes / Concordion ,,,,,,,,,,,,,
1/11/2017, Meeting House / Bitter Suns / Moth Wings  / The Beeves / Two Cloths and a Barrel ,,,,,,,,,,,,,
1/13/2017, Bloomers  / 40% Dolomite / Inamorata  / The Youthful Nothings  / Dramad  ,,,,,,,,,,,,,
1/14/2017," Silla, Kemz, Veli / Divine Misfits / Mes Enfants / Dwoodz / CFX Project ",,,,,,,,,,,,,
1/16/2017,Arlo Dittman Golden Birthday show - The Ghoulies / Sliver / Curmudgeon / Casigly Chonzo / Theft Under A Thousand,,,,,,,,,,,,,
1/18/2017, Roommates  / Impromptu  / Jetpants  / Miss Odd Gene and Norm L. Princess ,,,,,,,,,,,,,
1/21/2017, Obtuse / Lowfaith / Bloomers / Blue Lane Frontier / Admiral Circling ,,,,,,,,,,,,,
1/22/2017, Gnarcotics / Not Ben Shin / Brian Hoffman  / Josh Kirby / Henn and Jer ,,,,,,,,,,,,,
1/24/2017, Lunetta / more TBA ,,,,,,,,,,,,,
1/26/2017, TMC! / Hott / nme / sumguy ,,,,,,,,,,,,,
1/27/2017, Kody Mic / IMJLS / Eko Rellz / Yxng Phiji Wxter / Artixtic Hayes ,,,,,,,,,,,,,
1/28/2017, Flower Crown Me A Queen  / Out of System Transfer  / The Real Lying Rohr  / Crow Cavalier  / Henn and Jerry  ,,,,,,,,,,,,,
1/29/2017, The Bunny Gang ,,,,,,,,,,,,,
2/1/2017, The Hills and the Rivers / Ludlow / Ricky Steece / Chatterbox and the Latterday Satanists / Marissa. ,,,,,,,,,,,,,
2/2/2017, Trip Fam + CJTopOff / Kamiyada / Kazami / Gxorgx Yvng / KoKo La ,,,,,,,,,,,,,
2/3/2017, Young and Heartless / Museum Mouth / Kississippi  / Bloomers  / more TBA ,,,,,,,,,,,,,
2/4/2017, Leomar Mendez / Spazzy Beats / Triple RRR / Integral Groove ,,,,,,,,,,,,,
2/6/2017, Mating Ritual / Satchmode / Chromadrift / MYTHirst ,,,,,,,,,,,,,
2/8/2017, Some Kind of Nightmare / In Loo / Princess Dewclaw / Theft Under A Thousand / The Corner Girls ,,,,,,,,,,,,,
2/10/2017, Joey Nunz show ,,,,,,,,,,,,,
2/11/2017, Ghap Music / Falli and Kanipshin / Rez The CornHuslter / Kid Truth / Seenloc / Kidd Method / Dratsab ,,,,,,,,,,,,,
2/12/2017, Spit Black/Remain and Sustain / Fist thrower/Outlier,,,,,,,,,,,,,
2/13/2017, Couch Bombs  / Not A Part Of It  / Then I Fly  / The New Narrative  ,,,,,,,,,,,,,
2/16/2017, Upstanding Citizen / Moth Life / Krunko / Dan Drangis / bobbybackwoodburner / ShoalCreek ,,,,,,,,,,,,,
2/17/2017, Falques / COTA / TYTIL / Moonspec / Caveman / NGL ,,,,,,,,,,,,,
2/19/2017, The Ghoulies / Dramad / The Julie Androids / Television Generation / The Youthful Nothings ,,,,,,,,,,,,,
2/23/2017, Broken Bow / Escape From The Zoo / Flower Crown Me A Queen  / The Real Lying Rohr  / Crow Cavalier ,,,,,,,,,,,,,
2/24/2017, Screwtape / DNR Dance performances / Plasma Canvas / Ballistic Biscuit / Chocolate Diamond ,,,,,,,,,,,,,
2/25/2017, Heathen Burial / Pathless Sea / Teacup Gorilla / Klaus ,,,,,,,,,,,,,
2/27/2017, Barren / Casket Path / Spit Black ,,,,,,,,,,,,,
3/1/2017, Killing Creation / more TBA / Wavy / Casigly Chonzo ,,,,,,,,,,,,,
3/3/2017, Muscle Beach / Church Fire / Terminals / Never Kenezzard / A Light Among Many ,,,,,,,,,,,,,
3/4/2017, Ludlow / Plasma Canvas / $pooky Pu$$y / more TBA ,,,,,,,,,,,,,
3/5/2017,Anti-Vision / Sector 7G / People Corrupting People / Sentry Dogs/ more TBA,,,,,,,,,,,,,
3/8/2017, Dirty Loot / Miss Odd Genie & Norm L. Princess / Subtleties / Lunetta ,,,,,,,,,,,,,
3/10/2017, The Ongoing Concept / Hearts Like Lions / Capstan  / Wild Trees  / Gestalt  ,,,,,,,,,,,,,
3/11/2017, The Virus / Corrupted Youth  / The Bad Engrish  / The Sleights  / Three Grams (in,,,,,,,,,,,,,
3/13/2017, Bloom / Bishops / Spit Black / more TBA ,,,,,,,,,,,,,
3/15/2017, Signals Midwest [OH]  / Pacemaker / Obtuse / The Swindlin’ Hearts / Hemingway [OR]/ Paul from Dune  ,,,,,,,,,,,,,
3/17/2017, The Ghoulies / Thrill Bill / Theft Under A Thousand / Radroach ,,,,,,,,,,,,,
3/18/2017, Total Voltage  / King Eddie  / Kev Evan  / Din Virulent / Ltd. Actual Jackets 4 Sale One Size Fits All  ,,,,,,,,,,,,,
3/19/2017, Southtowne Lanes  / You Never Were (Via Nathan Rodriguez ,,,,,,,,,,,,,
3/21/2017, Vasudeva  / Stocksmile  / Trapper  / Little Car  / The Rope Pushers  (originally also included Radler (Hopped on ,,,,,,,,,,,,,
3/24/2017, Goon / Plastic / Product Lust / Born Dumb / Altered State ,,,,,,,,,,,,,
3/25/2017, No Good Days / The Fat Timmys  / Alpha5 / Jackson Watkins ,,,,,,,,,,,,,
3/26/2017, The Rope Pushers  / Johnny’s Big Red Rocket / Madaline  / Then I Fly  / Theft Under A Thousand  / Attitude Stress  ,,,,,,,,,,,,,
3/29/2017, Colombian Necktie  / Plasma Canvas  / White Dwarf  / The Uglys  / more TBA ,,,,,,,,,,,,,
3/30/2017, The Beeves  / Pocket Vinyl  / Daniel Amedee  / Billy  / Andrew,,,,,,,,,,,,,
4/1/2017,Cover Nights #1 - Austin Minney and co as AFI / The Beeves as AM! / Pigeon Port+Bill as Murder By Death / Empress as New Order/Joy Division ,,,,,,,,,,,,,
4/2/2017,Cover Nights #2 - The Ephinjis as Green Day  / Birdhouse View as Modest Mouse/ Becc Perez as Modern Baseball / Sharone as Paramore  / Dahlia as Bright Eyes / Pat The Bunny,,,,,,,,,,,,,
4/6/2017, Dave Henry Memorial Show - FUBAR / TUAT / SBR,,,,,,,,,,,,,
4/7/2017, Roommates  / American Pinup  / The Ephinjis  / Twin Flame Medicine  / Jamie Axton  ,,,,,,,,,,,,,
4/8/2017, TUAT  / Burn Burn Burn  / The Busty Brunettes  / Attitude Stress  / more TBA ,,,,,,,,,,,,,
4/9/2017, Naked on a Mountain  / Billy  / Bernardus  / Mitchel Evan  / Sharone  / Aaron Johnson  ,,,,,,,,,,,,,
4/11/2017, Upstanding Citizen  / End of Pipe  / The Hacks  / Casigly Chonzo  / The Rope Pushers  ,,,,,,,,,,,,,
4/13/2017, Konner McIntyre  / Diego Davidenko  / Blake George  / Flower Crown Me A Queen  more TBA ,,,,,,,,,,,,,
4/14/2017, Dramad / Sliver / Church Van / Sweater Belly ,,,,,,,,,,,,,
4/15/2017, Picture The Waves  / Night Idea  / Gaffer Project  / GhostPulse  / Good For Health  ,,,,,,,,,,,,,
4/18/2017, Meeting House / Rome Hero Foxes / Run Walkers / Paul Travis / Cancer Kittens / Matt & Jennifer Wood ,,,,,,,,,,,,,
4/19/2017, Victim Culture  / Nihil  / Plasma Canvas  / No Substance  / more TBA ,,,,,,,,,,,,,
4/21/2017, Spit Black / Ultimate Price / Full Bore / Vaalbara / Dreamcast / Theia ,,,,,,,,,,,,,
4/22/2017, The Lucitones / The Ghoulies / Dryer Fire / more TBA ,,,,,,,,,,,,,
4/25/2017, Aaron Johnson  / Matthew Frantz  / Honeyfur  / Cyrena Rosati  / Michael Sarah  ,,,,,,,,,,,,,
4/27/2017, World Movement  / more TBA ,,,,,,,,,,,,,
4/28/2017, Victor Hernandez show ,,,,,,,,,,,,,
4/30/2017, The Couch Bombs / Black Irish Texas  / The Rope Pushers / Upstainding Citizen / American Psychonaut ,,,,,,,,,,,,,
5/1/2017, So Much Light /  / Curta  / Saustro and the Frooty Loops  / Obtuse  ,,,,,,,,,,,,,
5/4/2017, Ska Skank Redemption / Younger Than Neil / The Short Bus Rejects ,,,,,,,,,,,,,
5/5/2017,R.I.P. Gabriel Mafa -  Ruines Ov Abaddon/ Arkheron Thodol / Morgue Whore  / Skeið ,,,,,,,,,,,,,
5/6/2017, Empress / Plasma Canvas / The Beeves / Meeting House / Ludlow ,,,,,,,,,,,,,
5/7/2017, Serengeti / Ceschi / Sole / Chisme  / Mad Scientists (gmail ,,,,,,,,,,,,,
5/10/2017, Lunetta / Miss Odd Genie & Norm L. Princess / Mystic Bummer ,,,,,,,,,,,,,
5/12/2017, Rough Kashmere  / White Dwarf  / Gone Full Heathen  / Playing In The Snow  / Black Vigil  ,,,,,,,,,,,,,
5/13/2017, Wake The Bat / SuperFam / Shae & Dano / $pooky Pu$$y / Flower Crown Me A Queen / Plasma Canvas ,,,,,,,,,,,,,
5/15/2017, The Ephinjis  / On The Cinder  / Plasma Canvas  / Flower Crown  ,,,,,,,,,,,,,
5/18/2017, Dr. Zilog / Sonic Vomit / Facial / Aethernaut ,,,,,,,,,,,,,
5/19/2017, Meeting House / The Beeves  / Bitter Suns / Palo Santo ,,,,,,,,,,,,,
5/20/2017, Daisyhead / Fossil Youth / Sundressed  / Postcards  / Finding Common Ground  ,,,,,,,,,,,,,
5/21/2017, Nick Goforth 2nd annual May show ,,,,,,,,,,,,,
5/25/2017, World Movement / ODS / Roc Steady / Santana Scratches  ,,,,,,,,,,,,,
5/26/2017, Screwtape tour kickoff  / American Standards  / Dreamcast / King Kaleb / SASP ,,,,,,,,,,,,,
5/27/2017, Jeff Dillon / The Rope Pushers  / Version Two  / Upstanding Citizen (FB Keelan ,,,,,,,,,,,,,
5/28/2017, RVIVR  / Dang / Cheap Perfume  ,,,,,,,,,,,,,
5/29/2017, Naked At The Laundromat / Jamie Axton / Ryanne Brooks / Waifu  / more TBA ,,,,,,,,,,,,,
5/31/2017, Casigly Chonzo / Good For Health / Opsiden  / The Muchachos ,,,,,,,,,,,,,
6/2/2017, Use The Sun tour kickoff  / Roommates / Moth Life / Wrinkle / Bloomers ,,,,,,,,,,,,,
6/3/2017, Falli / KIHNDYN PETERS / WOLF THE VILLAIN / GHAP / NACK THA STRANGA ,,,,,,,,,,,,,
6/4/2017, Compost Heap Fest ,,,,,,,,,,,,,
6/8/2017, Matt Pless  / Tiny Hands  / Flower Crown Me A Queen  / The Real Lying Rohr  ,,,,,,,,,,,,,
6/9/2017, Princess Dewclaw / King Finn / Calamity Champs ,,,,,,,,,,,,,
6/10/2017, Days N Daze  / We The Heathens / Chad Hates George / Death By Skwerl / Michael Sarah  ,,,,,,,,,,,,,
6/13/2017, Admiral  / Home Burial / Luca  / Floating Teeth  / Apollonian  ,,,,,,,,,,,,,
6/15/2017,Rasha'im / See-You-Home-Wolf / Skeið / A Light Among Many,,,,,,,,,,,,,
6/17/2017,Askultura / Today’s Paramount  Leomar Mendez / Blue Kings,,,,,,,,,,,,,
6/18/2017,Plasma Canvas / Wake The Bat / Victim Culture / Gone Full Heathen,,,,,,,,,,,,,
6/20/2017,Self-Proclaimed Narcissist /  Plasma Canvas / Everything’s Fine / more TBA,,,,,,,,,,,,,
6/22/2017, Ogikubo Station/JSR / The Windermeres / No Breed ,,,,,,,,,,,,,
6/23/2017, PxPx / Allout Helter / Over Time / The New Narrative / Mean Machine ,,,,,,,,,,,,,
6/24/2017," The Ephinjis, Calamity Champs, Special Guest ",,,,,,,,,,,,,
6/27/2017, Miss Odd Genie & Norm L. Princess / Lunetta / Zarick / Adorable Baby Elephant ,,,,,,,,,,,,,
6/28/2017, Enemy Fire / Call The Cops / Sentry Dogs / Upstanding Citizen / I Am The Owl ,,,,,,,,,,,,,
6/30/2017," Skitz, Joey Nunz, RiXXoN, Yung $wish, C.@.B, Jurnee, Cowboy Slim, ChiCityChino ",,,,,,,,,,,,,
7/1/2017," Skitz, Joey Nunz, RiXXoN, Yung $wish, C.@.B, Mako The King, Meelo V, Izzy ",,,,,,,,,,,,,
7/3/2017, SeeYouSpaceCowboy / Hapless / faim / Euth ,,,,,,,,,,,,,
7/5/2017, The Cry!  / The Cherry Tops  / The Stick Ups  / Fast Eddy  ,,,,,,,,,,,,,
7/6/2017, Samvega  / Today’s Paramount  / Admiral  / Alex Restivo  / Vomit Countdown  ,,,,,,,,,,,,,
7/7/2017," Upstanding Citizen  / ""Richardson"" Richardson  / Opsiden / Mantle  / American Psychonaut  ",,,,,,,,,,,,,
7/8/2017, Blue Lane Frontier / Bloomers tour kickoff / Loretta Kill / Mission Accomplished ,,,,,,,,,,,,,
7/11/2017, A Light Among Many / Palehorse/Palerider / Gosh! / Giardia / Emily Shreve ,,,,,,,,,,,,,
7/12/2017, Calamity Champs and more TBD Booked by Julia B ,,,,,,,,,,,,,
7/14/2017, Triangle Introverts  / Kill Vargas  / Noise Resort  / Gold Season + Paranova (gmail ,,,,,,,,,,,,,
7/18/2017," Rotten Rep  / Sarchasm  / Cousin Boneless (hopped on, not expecting much money ",,,,,,,,,,,,,
7/19/2017, Stage Kids / Picture the Waves / Will Daniels / Lunetta ,,,,,,,,,,,,,
7/20/2017, Cabin 7 / Mean Machine / Dogma I / Jeff Giles ,,,,,,,,,,,,,
7/22/2017, Stella Luce / Acceptable Losses / Noise Resort / Television Generation ,,,,,,,,,,,,,
7/23/2017, Unearnest Apologies  / Silent on Fifth Street  / Glitorus  ,,,,,,,,,,,,,
7/25/2017," Stixx, Imjls, Enrique, Yxng phiji, Yung nox, Kody mic, Noah ",,,,,,,,,,,,,
7/26/2017, Allout Helter  / Abolitionist  / Joy Subtraction  / Victim of Fire  ,,,,,,,,,,,,,
7/28/2017, Upstanding Citizen  / When Particles Collide  / Tounguebite  ,,,,,,,,,,,,,
7/30/2017, Fall of Scylla tour kickoff / Inficier / Spit Black / Sulpherensis / Theia ,,,,,,,,,,,,,
8/1/2017, Some White Lines / Trauma Del Rey  / Sentient Divide  / Plasma Canvas / See,,,,,,,,,,,,,
8/3/2017, bands TBA ,,,,,,,,,,,,,
8/4/2017, bands TBA ,,,,,,,,,,,,,
8/5/2017, bands TBA ,,,,,,,,,,,,,
8/8/2017, DFMK / Black Dots / Bad Year / The Windermeres ,,,,,,,,,,,,,
8/9/2017, Rum Rebellion / Opposition Rising  / Drip,,,,,,,,,,,,,
8/10/2017, Omega Tribe / Life Once Flourished Here / Roac / Johnny Seven’s new band ,,,,,,,,,,,,,
8/11/2017, Moose Or Something / Today’s Paramount / See,,,,,,,,,,,,,
8/12/2017, Gleemer / Infinite Me / Roommates / Birdhouse View / Pretty Tired ,,,,,,,,,,,,,
8/13/2017, Klyde Memorial show ,,,,,,,,,,,,,
8/16/2017, YxngDripGxd / Say Ni MobbLife / FYN Roh / IMJLS / Wizely / Focus / JaeSpinz / Luke Hightree / SumGuy / LesOne ,,,,,,,,,,,,,
8/17/2017, Snailmate / more TBA ,,,,,,,,,,,,,
8/18/2017, metal show ,,,,,,,,,,,,,
8/19/2017, SimonFest III ,,,,,,,,,,,,,
8/22/2017, Lunetta / Miss Odd Genie & Norm L Princess ,,,,,,,,,,,,,
8/23/2017, Ludlow / Poets for Peace  / Flower Crown Me A Queen ,,,,,,,,,,,,,
8/25/2017, The Uglys / Tandem / Hellgrammites / Floating Teeth ,,,,,,,,,,,,,
8/26/2017, Victim Culture / Plasma Canvas / Gone Full Heathen / Reptoid (FB Jordan Sobolew ,,,,,,,,,,,,,
8/27/2017, Goat Hill Massacre / more bands TBA ,,,,,,,,,,,,,
8/28/2017, Trila’97 / Kemrin Sky / YxngPhiji / MC SLer / K $cudda / Fuego Flames / JayOhh / Getsu / DefSense ,,,,,,,,,,,,,
8/29/2017, The Plurals / Flight Kamikaze / Mission Accomplished  / Jack’s Smirking Revenge  ,,,,,,,,,,,,,
9/1/2017, Emily Ritchie  / Zigtebra  / FIZ  / Pygmy Grizzly  ,,,,,,,,,,,,,
9/2/2017, The Hacks / The Couch Bombs / Kill It With Fire / Pleading Guilty / Queen City Sinners ,,,,,,,,,,,,,
9/3/2017, Matti Sun / K.C.K. / David Frederick / McC / Lowkey Dave / Triple T Skates ,,,,,,,,,,,,,
9/4/2017, Mugshot / Serpents Tongue / Misery Noise / Dreamcast ,,,,,,,,,,,,,
9/12/2017, Screwtape  / Stay Wild  / Spit Black  / Upstanding Citizen  ,,,,,,,,,,,,,
9/13/2017, The Bipedal Approach / Storming The Beaches With Logos In Hand / Simulators / Talk Pretty ,,,,,,,,,,,,,
9/14/2017, Lunetta / Miss Odd Genie & Norm L. Princess / Jetpants / Space Demon ,,,,,,,,,,,,,
9/15/2017,Victim Culture / Wake The Bat / Plasma Canvas,,,,,,,,,,,,,
9/16/2017, The Short Bus Rejects / Fun Abuse  / Blue Lane Frontier / Flower Crown Me A Queen ,,,,,,,,,,,,,
9/17/2017, Kosha Dillz/ KNDRX / Corey McCauley / B.Moore / Anville  ,,,,,,,,,,,,,
9/20/2017, The Windermeres / Amestris / Pathless Sea  / Ryan Turch ,,,,,,,,,,,,,
9/21/2017,Andrew-Ross / Moonwalker / Honeyfur/ Tounguebite / more TBA,,,,,,,,,,,,,
9/22/2017,"7C 5-year anniversary show night #1! - Unit-Y (FB Travis) 6:00 - 6:30: CFX Project (FB, awaiting time constraints) 6:45 - 7:15: JOSHUA + THE DEVIL (FB Josh Lacey, good for either day, anytime) 7:30 - 8:00: The Real Lying Rohr (FB Josh, after 7 on 9/22) 8:15 - 8:45: Astral Planes",,,,,,,,,,,,,
9/23/2017,7C 5-year anniversary show night #2! - Spit Black / Dreamcast / MØB / Hapless / Screwtape / Wake The Bat,,,,,,,,,,,,,
9/24/2017,7C 5-year anniversary show night #3! - Bourgeois Girl / Jack’s Smirking Revenge / Surprise!/ Sliver / Zero-Form / Almataha / Meeting House  / Flower Crown Me A Queen / Glittoris  / Waifu (Text Hil) / Tounguebite / PoRf  / Henn / Record Swap,,,,,,,,,,,,,
9/25/2017, Blue Lane Frontier / Kevin Schlereth / Laura McElroy  / Everything’s Fine  ,,,,,,,,,,,,,
9/27/2017, Alien Boy / Perfume V / Wrinkle / Gecko ,,,,,,,,,,,,,
9/28/2017, Coca Cola Death Squad / Riley & Howe  / Birdhouse View / Techno Allah / Michael Sarah / Holy Locust  ,,,,,,,,,,,,,
9/29/2017, Sevenity  / Bubbles Brown  / Jordan Shafer  / Boy Wonder and the Slurricanes  / krbs (FB,,,,,,,,,,,,,
9/30/2017, Lockjaw / Cold Shoulder / Deter / Spit Black ,,,,,,,,,,,,,
10/1/2017, Ambersmoke  / Admiral  / Brother Saturn  ,,,,,,,,,,,,,
10/2/2017, Chatterbox / Out of System Transfer  / The Real Lying Rohr / Michael Sarah / Paul Ski ,,,,,,,,,,,,,
10/5/2017,Blood Handsome  / JAO  / Shark Jackson / Chewy and Bach / more TBA,,,,,,,,,,,,,
10/6/2017,Night Idea / Boat Drinks  / Orca Welles / Honeyfur / Satellite Pilot ,,,,,,,,,,,,,
10/7/2017, Flight Kamikaze  / The Big News  / Headlight Rivals  / Literally The Worst  / Mean Machine  ,,,,,,,,,,,,,
10/9/2017, The Common Good / Toarn / Under Auburn Skies / Killing Creation  / Wall Of The Fallen ,,,,,,,,,,,,,
10/11/2017, Wolf and Bear / Andres / VIS / Pocket Vinyl  / Triangle Introverts Acoustic  / more TBA ,,,,,,,,,,,,,
10/13/2017, CFX Project / Wizely / Focus / Luke Hightree / Tatro ,,,,,,,,,,,,,
10/14/2017,Solar Powered show! - The Amphibious Man / Ned Garthe Explosion / Colfax Speed Queen,,,,,,,,,,,,,
10/15/2017, Ghostpulse  / Headphone  / Octopus Tree / Dream Witch  / more TBA ,,,,,,,,,,,,,
10/17/2017," Admiral  / Lehnen  / PrettyMouth  / Masons  / Endless, Nameless  ",,,,,,,,,,,,,
10/19/2017, Miss Odd Genie & Norm L. Princess / Din Virulent / Rasmussen / Juice Up ,,,,,,,,,,,,,
10/20/2017,Askultura / Leomar Mendez/ North By North  / Grapefoot / Flower Crown Me A Queen ,,,,,,,,,,,,,
10/21/2017, The Rotten Blue Menace / The Short Bus Rejects / The Beat Seekers / The Beeves / Sentry Dogs ,,,,,,,,,,,,,
10/22/2017, Demerit  / Mission Accomplished  / Ground Score  / Came and Took It  / Bury Mia  ,,,,,,,,,,,,,
