date,bands
6/25/2025,"On the Zenith, Now if Ever, Karatebody!"
6/26/2025,Fags: fundraiser for Transcontinental Pipeline 🏳️‍⚧️
6/27/2025,"Doomscroll, Giant Wave, Matt Pless, Huntyr Moon"
6/28/2025,"upon a fields whisper, poison tribe, polish, victim of fire"
7/4/2025,"Fatalist, Missouri Executive Order 44, Opposition Agent, Caged Grave"
7/6/2025,DashCon 2 Viewing Party
7/8/2025,"Plastic Forearm, Propolis, phantomsmooch"
7/19/2025,"Noogy, Gasm, SWAG, The Disposable Icons"
7/20/2025,Stitch n Bitch
7/23/2025,"Cop Killer, Big Knife, Vulgarian, White Oak Doors"
7/25/2025,"FROLIC, Apraxia, Nihil, Divine Demise"
7/26/2025,"Pseudocrush, Amazon Crimes, Battle Pussy, Denver Dissent"
7/27/2025,"Vomit Forth, Weeping, Backlip, Epileptic Avulsions"
7/29/2025,"Her New Knife, Cherished, Mofie, Summer of Peril"
7/30/2025,"Identity Crisis, Self Abuse, Ukkos Hammer, Human Wound, Hostile Takeover"
7/31/2025,FAGS: RECLAIM: trans fundraiser
8/2/2025,"Weald & Woe, Upon a Fields Whisper, Oreyn"
8/3/2025,"Flower Head, Good Sleepy, Glue Coast, Skiimo"
8/5/2025,"Angel band, sonic chick, fragrant blossom, scorplings"
8/7/2025,"Gasket, xGaargoylex, cop killer, glass knife, critter"
8/8/2025,"Give Me Gold, Overwroghts, Now If Ever, Soul Trick"
8/9/2025,"Thrillrot, Tunnel Jumper, Soulherder, Under Society, Underseer"
8/10/2025,Stitch n Bitch
8/14/2025,"Doom Scroll, The Ragetones, Grinning Death, Damn Selene"
8/15/2025,Mile High Power Fest Battle of the Bands
8/17/2025,"High Charity, Primal Agression, Tray of Rock, Ash Tree Lane"
8/20/2025,"Team Nonexistent, Tezca, Pitchfork, Gila Teen"
8/23/2025,Rude Awakening Festival
8/28/2025,FAGS: Gender Anarchy
8/30/2025,"Sludge Incorporated, GUNK, Jules Frantic"
9/5/2025,"Grather Way, Mirkwood, Spoil the Moment, Slug City"
9/6/2025,"Panpsychism, Obscene Worship, Acid Sentence, Vitriolic Withering"
9/9/2025,"Ignorant Bliss, Impalement, Utter Scorn, Tomb Dweller, Crypts of Golgotha"
9/11/2025,"Carrion Crawlers, The Left, [SALT], Axe Bunny"
9/12/2025,"Lagrimas, Maul, Victim of Fire, Harvested, Polish, Aleister Cowboy"
9/13/2025,"Leisure hour, Arcadia grey, skiimo, lobster fight"
9/15/2025,"Facepulp, Alison Walks, Kthulu, Copkiller"
9/16/2025,"Vulgarian, Private Prisons, Deadgods"
9/19/2025,"Cavernous, Now if Ever, Tray of Rock, Volatile"
9/20/2025,"Crushed, Hot War, Dead Gods, Seam Ripper, Tulpa, Soul Trick, Thee Retcons"
9/25/2025,FAGS - September
9/26/2025,"Noogy, RadioFry, Amish Drive By, Toxic Authority, The Black Gloves"
9/30/2025,"Harvested, Gored Embrace, Dying Remains, Crypts of Golgotha"
10/1/2025,"Zenith, friend, tdi, dogmon"
10/6/2025,"My Beloved, Behindcoloredglass, Fallfiftyfeet, Postdrome"
10/8/2025,"Sad Boy Union, Grumble & The Ghost, Piñatas"
10/10/2025,"Pitchfork, All My Senses, Ebony Darkness, GUSH"
10/11/2025,"Falu Red, Cavernous, Brutal Torture, Among Wolves, Crypts of Golgotha"
